ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
260595_at	0.3061844	8.77E-02	1.7710292	-4.786156	0.23009264	AT1G55890	pentatricopeptide repeat-containing protein
261982_at	0.3061844	8.77E-02	1.77096621	-4.786256	0.23007406	AT1G33780	hypothetical protein
259485_at	0.3062615	8.78E-02	1.77069081	-4.786692	0.22999354	ATPC2	ATP synthase gamma chain 2
247331_at	0.3062615	8.78E-02	1.77067733	-4.786713	0.2299817	FP3	farnesylated protein 3
257807_at	0.3063074	8.78E-02	1.77050963	-4.786978	0.22991969	GAPA	glyceraldehyde-3-phosphate dehydrogenase A subunit
266283_at	0.3063074	8.78E-02	-1.77044102	-4.787087	0.22991564	AT2G29210	splicing factor PWI domain-containing protein
252196_at	0.3063125	8.78E-02	-1.77032908	-4.787264	0.22990183	AT3G50200	hypothetical protein
260245_at	0.3063125	8.79E-02	-1.77017911	-4.787501	0.22990172	GR-RBP5	glycine-rich RNA-binding protein 5
246902_at	0.3063125	8.79E-02	1.77014393	-4.787557	0.22983972	AT5G25640	Rhomboid-related intramembrane serine protease family protein
254082_at	0.3063125	8.79E-02	-1.7701152	-4.787602	0.22980935	QC	glutaminyl-peptide cyclotransferase
264674_at	0.3064731	8.79E-02	-1.76973044	-4.788211	0.22974088	POLD4	DNA polymerase delta subunit 4
260551_at	0.3064731	8.80E-02	-1.76962876	-4.788371	0.22973617	TI1	trypsin inhibitor protein 1
263013_at	0.3064731	8.80E-02	1.76960622	-4.788407	0.22972617	KNAT6	homeobox protein knotted-1-like 6
262094_at	0.3065173	8.80E-02	-1.7694524	-4.78865	0.22970455	NOP56	nucleolar protein NOP56-like protein
246352_at	0.3066245	8.80E-02	-1.7691376	-4.789148	0.22966633	AT1G39270	pseudo
247294_at	0.3066245	8.80E-02	1.76911293	-4.789187	0.22963311	XRCC2	DNA repair protein XRCC2-like protein
265111_at	0.3066367	8.81E-02	1.76873746	-4.789781	0.22961957	AT1G62510	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
264860_at	0.3066367	8.81E-02	1.76873566	-4.789783	0.22953495	AT1G24290	AAA-type ATPase-like protein
247384_at	0.3066367	8.81E-02	-1.76873084	-4.789791	0.22952399	AT5G63370	cyclin-dependent kinase-G1
260616_at	0.3066367	8.81E-02	-1.76872073	-4.789807	0.22948852	AT1G53280	DJ1-like protein B
246877_at	0.3066367	8.81E-02	1.76863111	-4.789949	0.22944481	AT5G26150	protein kinase
259929_at	0.3066367	8.81E-02	1.7686171	-4.789971	0.22941971	AT1G34360	translation initiation factor IF-3
256939_at	0.3067214	8.82E-02	-1.76839494	-4.790322	0.2293873	PBD1	20S proteasome beta subunit D1
250942_at	0.3069123	8.82E-02	-1.76799383	-4.790956	0.22930726	AT5G03350	lectin-like protein
257064_at	0.3069397	8.83E-02	-1.76781514	-4.791238	0.22929126	AT3G18260	reticulon-like protein B9
260344_at	0.3069397	8.83E-02	1.7677893	-4.791279	0.2292591	MES15	methyl esterase 15
254459_at	0.307013	8.83E-02	1.76758664	-4.791599	0.22921828	GA2OX8	gibberellin 2-beta-dioxygenase 8
261060_at	0.3071296	8.84E-02	-1.7672713	-4.792098	0.22907565	AT1G17340	protein SUPPRESSOR OF ACTIN 5
260141_at	0.3071296	8.84E-02	1.76720262	-4.792206	0.22903252	RGL1	DELLA protein RGL1
249962_at	0.3071296	8.84E-02	1.76715272	-4.792285	0.22900552	AT5G18990	putative pectinesterase 55
253794_at	0.3074685	8.85E-02	1.76648581	-4.793338	0.22899591	YUC8	flavin-containing monooxygenase YUCCA8
253285_at	0.3074685	8.85E-02	1.76639269	-4.793485	0.22897719	KCS16	3-ketoacyl-CoA synthase 16
263331_at	0.3074685	8.85E-02	-1.76634452	-4.793561	0.22886837	AT2G15270	hypothetical protein
260819_at	0.3074759	8.85E-02	1.7661865	-4.793811	0.22885753	bZIP52	basic leucine-zipper 52
263169_at	0.3074759	8.85E-02	-1.76617378	-4.793831	0.22881794	AT1G03010	phototropic-responsive NPH3 family protein
249970_at	0.3075692	8.86E-02	1.76593765	-4.794204	0.22881062	AT5G19100	Eukaryotic aspartyl protease family protein
255350_at	0.3077227	8.86E-02	-1.76554928	-4.794817	0.22874434	AT4G03840	pseudo
267482_s_at	0.3077227	8.87E-02	1.76551107	-4.794877	0.22869441	AT3G11470	4'-phosphopantetheinyl transferase superfamily
259367_at	0.3077227	8.87E-02	-1.76544217	-4.794986	0.22865993	AT1G69070	hypothetical protein
245266_at	0.3078841	8.87E-02	-1.76501874	-4.795654	0.22864071	AT4G17070	peptidyl-prolyl cis-trans isomerase
248101_at	0.3078841	8.87E-02	-1.7650124	-4.795664	0.22860809	AT5G55200	co-chaperone GrpE family protein
251480_at	0.307988	8.88E-02	1.76475876	-4.796064	0.22854598	AT3G59710	Rossmann-fold NAD(P)-binding domain-containing protein
266986_at	0.3081627	8.89E-02	-1.76436044	-4.796693	0.22852377	AT2G39630	putative dolichyl-phosphate beta-glucosyltransferase
248389_at	0.3081627	8.89E-02	1.76430688	-4.796777	0.22840779	CBF4	dehydration-responsive element-binding protein 1D
252198_x_at	0.3083267	8.89E-02	-1.76395228	-4.797337	0.22838384	AT3G50250	hypothetical protein
266927_at	0.3084021	8.90E-02	1.76374661	-4.797661	0.22837738	PIP1B	aquaporin PIP1-2
256834_at	0.3084049	8.90E-02	-1.76363959	-4.79783	0.22837065	AT3G22920	cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
260801_at	0.3084049	8.90E-02	1.7635839	-4.797918	0.22831481	RIP2	ROP interactive partner 4
256121_at	0.3084507	8.90E-02	-1.7634243	-4.798169	0.22831458	AT1G18160	protein kinase family protein
251181_at	0.3084507	8.90E-02	1.76334907	-4.798288	0.22829628	AT3G62820	plant invertase/pectin methylesterase inhibitor superfamily protein
260223_at	0.3084546	8.90E-02	1.76325308	-4.798439	0.22827025	AT1G74390	"polynucleotidyl transferase, ribonuclease H-like protein"
263052_at	0.3084546	8.91E-02	-1.76318457	-4.798548	0.22822051	AT2G13430	hypothetical protein
253130_at	0.3084726	8.91E-02	-1.76306535	-4.798736	0.2281891	AT4G35510	hypothetical protein
261306_at	0.3084726	8.91E-02	1.76299642	-4.798844	0.2280735	AT1G48610	AT hook motif-containing protein
256654_at	0.3085899	8.91E-02	1.76269719	-4.799316	0.22805514	AT3G18880	"Nucleic acid-binding, OB-fold-like protein"
263361_at	0.3085899	8.91E-02	1.76264151	-4.799404	0.22805375	TET13	tetraspanin13
258997_at	0.308599	8.92E-02	1.76254734	-4.799552	0.22803558	AT3G01810	hypothetical protein
249453_at	0.3086549	8.92E-02	-1.76229966	-4.799943	0.22802848	SGR4	vesicle transport v-SNARE 11
252937_at	0.3086549	8.92E-02	1.76229557	-4.799949	0.22798976	SEC14	protein SECRETION 14
256689_at	0.3087092	8.92E-02	-1.76212552	-4.800217	0.22795263	AT3G32150	hypothetical protein
245742_at	0.3088705	8.93E-02	1.76177594	-4.800768	0.2279525	ALDH3H1	aldehyde dehydrogenase 3H1
257135_at	0.3088845	8.93E-02	-1.76167365	-4.800929	0.2279318	AT3G12900	"oxidoreductase, 2OG-Fe(II) oxygenase family protein"
245219_at	0.3090743	8.94E-02	-1.76127631	-4.801555	0.22789554	AT1G59124///AT1G58807	putative disease resistance protein///putative disease resistance protein RDL5
250683_x_at	0.3094274	8.95E-02	1.7606054	-4.802612	0.22788762	AT5G06640	Proline-rich extensin-like family protein
266120_at	0.3095141	8.95E-02	1.76038129	-4.802965	0.22781706	IDD5	indeterminate(ID)-domain 5 protein
266975_at	0.3096428	8.96E-02	1.76008681	-4.803429	0.22773194	EXO70H2	exocyst subunit exo70 family protein H2
258434_at	0.3098126	8.97E-02	1.75962897	-4.80415	0.22769814	EBP	ethylene-responsive transcription factor RAP2-3
247818_at	0.3098126	8.97E-02	1.75957395	-4.804236	0.22764497	AT5G58370	P-loop containing nucleoside triphosphate hydrolases superfamily protein
267419_at	0.3098126	8.97E-02	1.75952032	-4.804321	0.22759452	TO1	thioredoxin O1
251067_at	0.3098126	8.97E-02	1.75945495	-4.804424	0.22756706	AT5G01910	hypothetical protein
266164_at	0.3098126	8.97E-02	1.75940831	-4.804497	0.22755339	AT2G28050	pentatricopeptide repeat-containing protein
257275_at	0.3099663	8.98E-02	1.75898506	-4.805163	0.22754329	CID9	CTC-interacting domain 9 protein
266090_at	0.3099663	8.98E-02	-1.75893529	-4.805242	0.22750543	AT2G38000	chaperone protein dnaJ-like protein
255466_at	0.3099663	8.98E-02	1.7589146	-4.805274	0.22745429	AT4G03000	putative E3 ubiquitin-protein ligase RF298
246775_at	0.310008	8.98E-02	-1.75876615	-4.805508	0.22733113	MIRO1	MIRO-related GTP-ase 1
260234_at	0.3101398	8.99E-02	-1.75846679	-4.805979	0.22731152	AT1G74460	GDSL esterase/lipase
264372_at	0.3101685	8.99E-02	1.75831277	-4.806221	0.22718421	GLX1	glyoxalase I homolog GLX1
265098_at	0.3101685	8.99E-02	1.75826131	-4.806302	0.22711421	PSAT1	phospholipid sterol acyl transferase 1
254563_at	0.3102262	8.99E-02	1.75808596	-4.806578	0.22708582	ERD3	putative methyltransferase PMT21
255834_at	0.3102652	9.00E-02	-1.75794207	-4.806804	0.22698509	AT2G33410	RNA recognition motif-containing protein
264562_at	0.3103387	9.00E-02	1.75774039	-4.807122	0.22695507	AT1G55760	BTB/POZ domain-containing protein
254021_at	0.310362	9.00E-02	1.75762272	-4.807307	0.22694451	ACD1-LIKE	ACD1-like protein
265996_at	0.3103957	9.00E-02	-1.75748753	-4.807519	0.22694433	AT2G24200	aminopeptidase family protein
259038_at	0.3105509	9.01E-02	1.75714946	-4.808051	0.22693835	PTAC13	plastid transcriptionally active 13
254130_at	0.3107393	9.02E-02	1.75675591	-4.80867	0.22692474	AGL24	MADS-box protein AGL24
249433_at	0.3108338	9.02E-02	1.75651932	-4.809042	0.22689533	AT5G39940	FAD/NAD(P)-binding oxidoreductase family protein
246280_at	0.3111439	9.03E-02	1.75586384	-4.810072	0.22683852	AT4G36660	hypothetical protein
247371_at	0.3111439	9.03E-02	-1.75584431	-4.810103	0.22682708	HDA6	RPD3-like histone deacetylase
266887_at	0.3112124	9.04E-02	1.75561847	-4.810458	0.22682471	CHL-CPN10	chloroplast chaperonin 10
247557_at	0.3112124	9.04E-02	-1.75557258	-4.81053	0.22675955	AT5G61050	histone deacetylase-like protein
246192_at	0.3112313	9.04E-02	-1.75546242	-4.810703	0.22669339	EIF2 BETA	translation initiation factor eIF-2 beta subunit
248804_at	0.3113082	9.04E-02	-1.75525551	-4.811028	0.22665255	AT5G47470	nodulin MtN21-like transporter family protein
265128_at	0.3113487	9.05E-02	-1.75507643	-4.81131	0.22655822	AT1G30860	RING/U-box superfamily protein
245109_at	0.3113487	9.05E-02	1.75503051	-4.811382	0.22652843	AT2G41520	DNAJ heat shock N-terminal domain-containing protein
259796_at	0.3113493	9.05E-02	1.75495092	-4.811507	0.22649327	AT1G64270	pseudo
245743_at	0.3113503	9.05E-02	1.75478296	-4.811771	0.22644472	AT1G51080	hypothetical protein
259194_at	0.3113503	9.05E-02	-1.75477591	-4.811782	0.22641965	DRH1	RNA helicase DRH1
261355_at	0.3113503	9.05E-02	1.7546932	-4.811912	0.22637427	NADP-ME4	NADP-malic enzyme 4
251622_at	0.3113503	9.05E-02	-1.75463483	-4.812003	0.22635342	AT3G57340	DnaJ/Hsp40 domain-containing protein
267195_at	0.3115069	9.06E-02	1.75423223	-4.812636	0.22633342	AT2G30940	putative receptor-like protein kinase
264177_at	0.3115069	9.06E-02	1.75421655	-4.81266	0.22616929	AT1G02150	pentatricopeptide repeat-containing protein
251187_at	0.311511	9.06E-02	-1.75407737	-4.812879	0.22612043	AtATG18a	autophagy-related protein 18a
261501_at	0.311511	9.06E-02	-1.75405251	-4.812918	0.22608886	AT1G28390	serine/threonine-protein kinase-like protein
251896_at	0.3115457	9.07E-02	1.75387554	-4.813196	0.22606893	AT3G54390	sequence-specific DNA binding transcription factor
250799_at	0.3115457	9.07E-02	1.75383757	-4.813255	0.22605603	AT5G05350	PLAC8 family protein
265366_at	0.3116499	9.07E-02	-1.7535853	-4.813652	0.22603538	AT2G13290	"beta-1,4-N-acetylglucosaminyltransferase-like protein"
258080_at	0.3118543	9.08E-02	1.75312178	-4.814379	0.22596572	AT3G25930	Adenine nucleotide alpha hydrolases-like superfamily protein
267345_at	0.3118543	9.08E-02	-1.75308762	-4.814433	0.22591398	AT2G44240	hypothetical protein
245370_at	0.3118734	9.08E-02	-1.75297724	-4.814606	0.22588432	AT4G16840	hypothetical protein
266401_s_at	0.3118822	9.08E-02	1.75288412	-4.814752	0.22569632	CDKB1;1///CDKB1;2	cyclin-dependent kinase B1-1///cyclin-dependent kinase B1-2
245944_at	0.311905	9.09E-02	-1.75276758	-4.814935	0.22566276	MSL9	mechanosensitive channel of small conductance-like 9
253572_at	0.3119802	9.09E-02	1.75249064	-4.81537	0.22559449	AT4G31010	CRS2-associated factor 1
264858_at	0.3119802	9.09E-02	-1.75248528	-4.815378	0.22558822	SNL3	paired amphipathic helix protein Sin3-like 3
266261_at	0.3120286	9.09E-02	-1.75232619	-4.815628	0.2255393	AT2G27580	zinc finger A20 and AN1 domain-containing stress-associated protein 3
246834_at	0.3122005	9.10E-02	1.75190838	-4.816283	0.2255357	AT5G26630	MADS-box protein AGL35
246873_at	0.3122005	9.10E-02	1.75170147	-4.816608	0.22548819	AT5G26100	hypothetical protein
253978_at	0.3122005	9.10E-02	1.75170005	-4.81661	0.2254578	AT4G26660	hypothetical protein
262018_at	0.3122005	9.10E-02	1.75167469	-4.81665	0.22542553	AT1G35617	hypothetical protein
265019_at	0.3122005	9.11E-02	-1.75164212	-4.816701	0.22524603	AT1G24560	hypothetical protein
248820_at	0.3122005	9.11E-02	-1.75156932	-4.816815	0.2252323	AT5G47060	hypothetical protein
261882_at	0.3122237	9.11E-02	1.75144506	-4.81701	0.22521946	PDE318	protein pigment defective 318
255122_at	0.3122237	9.11E-02	1.75137383	-4.817122	0.22518268	AT4G08490	pseudo
258985_at	0.3124084	9.12E-02	1.75098796	-4.817727	0.22514504	AT3G08960	ARM repeat superfamily protein
257531_at	0.3124314	9.12E-02	1.7507966	-4.818027	0.22508062	AT3G07250	nuclear transport factor 2 and RNA recognition motif domain-containing protein
246383_at	0.3124314	9.12E-02	-1.75079301	-4.818033	0.2250063	AT1G77360	pentatricopeptide repeat-containing protein
264945_at	0.3124584	9.12E-02	1.75060719	-4.818324	0.22500537	MAF1	agamous-like MADS-box protein AGL27
250158_at	0.3124584	9.12E-02	-1.75059134	-4.818349	0.22499899	AT5G15190	hypothetical protein
259138_s_at	0.3126197	9.13E-02	1.75024448	-4.818893	0.22494707	GYRB2///GYRB1	DNA gyrase subunit B///DNA gyrase subunit B
262621_at	0.3126472	9.13E-02	-1.7501204	-4.819087	0.22492993	AT1G06530	peroxisomal and mitochondrial division factor2
261787_at	0.3129919	9.14E-02	1.74941575	-4.820192	0.22489802	AT1G16020	hypothetical protein
264775_at	0.3129919	9.15E-02	1.74935778	-4.820283	0.22489019	CEL5	cellulase 5
248535_at	0.3129919	9.15E-02	1.74925975	-4.820436	0.22488358	AT5G50120	WD40 domain-containing protein
251008_at	0.3129919	9.15E-02	1.74923399	-4.820477	0.22485148	AT5G02710	hypothetical protein
250106_at	0.3131483	9.15E-02	1.74888558	-4.821023	0.22480768	AT5G16640	pentatricopeptide repeat-containing protein
258745_at	0.3131483	9.16E-02	1.74881753	-4.821129	0.22475476	AT3G05920	heavy-metal-associated domain-containing protein
249330_at	0.3135498	9.17E-02	1.7480725	-4.822296	0.22473248	AT5G40970	hypothetical protein
264790_at	0.3136703	9.17E-02	-1.74779425	-4.822732	0.2247239	HK1	histidine kinase 1
254881_at	0.3137122	9.18E-02	1.74764637	-4.822964	0.22465473	AT4G11700	hypothetical protein
252107_at	0.3138179	9.18E-02	1.7473927	-4.823361	0.22464256	TMT3	tonoplast monosaccharide transporter3
259476_at	0.3143843	9.20E-02	1.74626471	-4.825126	0.22460238	AT1G19000	myb family transcription factor
254747_at	0.3143843	9.20E-02	1.74622906	-4.825182	0.22458354	MHK	serine/threonine-protein kinase MHK
250704_at	0.3143843	9.20E-02	1.74621922	-4.825198	0.22449753	AT5G06265	hyaluronan mediated motility receptor-related protein
265259_at	0.3144435	9.20E-02	1.7460429	-4.825474	0.22437452	AT2G20330	WD40 domain-containing protein
247931_at	0.3145337	9.21E-02	1.74581522	-4.82583	0.22420863	AT5G57040	Lactoylglutathione lyase / glyoxalase I family protein
245599_at	0.3145704	9.21E-02	-1.74567621	-4.826047	0.22420445	RHF1A	E3 ubiquitin-protein ligase RHF1A
255926_at	0.3145708	9.21E-02	-1.74559732	-4.826171	0.22417301	AT1G22190	ethylene-responsive transcription factor RAP2.4
267629_at	0.3148097	9.22E-02	1.74497338	-4.827147	0.22417243	POLD2	DNA polymerase delta subunit 2
248858_at	0.3148097	9.22E-02	-1.74496489	-4.82716	0.22410974	AT5G46630	clathrin adaptor complexes medium subunit family protein
266553_at	0.3148097	9.22E-02	-1.74495418	-4.827177	0.22409908	AT2G46170	reticulon-like protein B5
247318_at	0.3148097	9.23E-02	-1.74483997	-4.827355	0.22409664	AT5G63990	putative SAL3 phosphatase
257991_at	0.3148097	9.23E-02	-1.74481088	-4.827401	0.2240803	AT3G19870	hypothetical protein
267029_at	0.3150723	9.23E-02	1.74429832	-4.828202	0.22403432	IREG1	protein RON REGULATED1
250160_at	0.3152808	9.24E-02	1.74387544	-4.828863	0.22402678	HB30	zinc finger homeodomain transcriptional factor ZFHD3
260650_at	0.3152993	9.24E-02	1.7437666	-4.829033	0.2238971	TOM2B	tobamovirus multiplication 2B protein
252397_at	0.315337	9.25E-02	1.74362618	-4.829253	0.22381302	AT3G47980	HPP integral membrane domain-containing protein
248801_at	0.3153398	9.25E-02	1.74349695	-4.829455	0.22381108	HAT2	homeobox-leucine zipper protein HAT2
253009_at	0.3153398	9.25E-02	1.74346511	-4.829505	0.22374469	SHM1	serine transhydroxymethyltransferase 1
250682_x_at	0.315758	9.26E-02	1.74261849	-4.830828	0.22373886	AT5G06630	proline-rich extensin-like family protein
259061_at	0.315758	9.27E-02	1.74256841	-4.830906	0.22368549	RABA5b	RAB GTPase-like protein A5B
257245_at	0.315758	9.27E-02	1.74251273	-4.830993	0.22367513	AT3G24110	putative calcium-binding protein CML22
246587_at	0.315758	9.27E-02	1.74245886	-4.831077	0.22366083	AT5G14830	pseudo
251577_at	0.315758	9.27E-02	1.74238372	-4.831194	0.22365757	RTM3	protein RESTRICTED TEV MOVEMENT 3
251105_at	0.3158229	9.27E-02	-1.74219842	-4.831484	0.22360542	SCAR4	protein SCAR4
244969_at	0.3158329	9.27E-02	1.74204921	-4.831717	0.22359431	rps18	30S ribosomal protein S18
261547_at	0.3158329	9.28E-02	-1.74202566	-4.831754	0.22355414	AT1G63500	Protein kinase protein with tetratricopeptide repeat domain
250276_at	0.3159033	9.28E-02	-1.74183144	-4.832057	0.22349322	AT5G13030	hypothetical protein
266895_at	0.316203	9.29E-02	1.74125887	-4.832951	0.22347874	PYL2	abscisic acid receptor PYL2
266522_at	0.3162893	9.29E-02	-1.74103848	-4.833295	0.22345802	UBC23	putative ubiquitin-conjugating enzyme E2 23
246730_at	0.3164726	9.30E-02	1.74058856	-4.833998	0.22341833	AT5G28060	40S ribosomal protein S24-2
266587_at	0.3164726	9.30E-02	1.74058022	-4.834011	0.22334981	AT2G14880	SWIB/MDM2 domain-containing protein
262091_at	0.3165007	9.30E-02	1.74045578	-4.834205	0.22334976	MYB72	R2R3 transcription factor MYB72
266313_at	0.3166993	9.31E-02	-1.74005058	-4.834837	0.22331296	CIPK3	CBL-interacting serine/threonine-protein kinase 3
265531_at	0.3167661	9.31E-02	1.73986251	-4.835131	0.22324839	GRF6	growth-regulating factor 6
248009_at	0.316823	9.32E-02	1.73969081	-4.835399	0.22322389	CSN6A	COP9 signalosome complex subunit 6a
262857_at	0.3168616	9.32E-02	1.73948786	-4.835715	0.223149	AT1G14930	polyketide cyclase/dehydrase and lipid transport superfamily protein
245756_at	0.3168616	9.32E-02	-1.73940323	-4.835847	0.22309385	AT1G35190	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
263825_at	0.3168616	9.32E-02	1.7393646	-4.835907	0.22308908	LAC5	laccase 5
253474_at	0.3168616	9.32E-02	1.7393133	-4.835987	0.22305252	AT4G32270	ubiquitin-like family protein
255382_at	0.3168616	9.33E-02	-1.73917692	-4.8362	0.22301916	EMB2770	pre-mRNA-processing factor 6-like protein STA1
251593_at	0.3168616	9.33E-02	-1.73915908	-4.836228	0.22298569	NRPA1	nuclear RNA polymerase A1
264964_at	0.3170928	9.33E-02	1.73870058	-4.836943	0.22289663	AT1G60460	hypothetical protein
246325_at	0.3174327	9.35E-02	-1.73806336	-4.837937	0.22281591	ABA3	molybdenum cofactor sulfurase
254673_at	0.3175953	9.35E-02	-1.73767362	-4.838544	0.22280649	RABA1e	RAB GTPase homolog A1E
267416_at	0.3175953	9.35E-02	1.73764013	-4.838597	0.22277818	SETH1	"phosphatidylinositol glycan, class C"
262721_at	0.317634	9.36E-02	1.7374726	-4.838858	0.22268803	ty2	thioredoxin Y2
258570_at	0.317634	9.36E-02	1.73742065	-4.838939	0.22265476	PPCK2	phosphoenolpyruvate carboxylase kinase 2
246496_at	0.3178183	9.36E-02	1.73703978	-4.839532	0.22260632	AT5G16210	HEAT repeat-containing protein
251145_at	0.317848	9.37E-02	-1.73687504	-4.839789	0.22257408	AT3G63500	PHD-finger TITANIA 2
257235_at	0.317848	9.37E-02	1.73676358	-4.839963	0.22256301	RABA1g	RAB GTPase-like protein A1G
246702_at	0.317848	9.37E-02	1.73675715	-4.839973	0.2224695	AT5G28050	Cytidine/deoxycytidylate deaminase family protein
